find_number,material_category,material,start_date,end_date,level_1_of_the_functional_classification,level_2_of_the_functional_classification,ceramics_rim_eve_estimated_vessel_equivalent,ceramics_base_eve_estimated_vessel_equivalent,ceramics_reconstructed_object_diameter_in_mm,ceramics_reconstructed_object_height_in_mm,ceramics_surface_treatment,ceramics_decoration_technique,ceramics_image_type,ceramics_mark
NZR2.00313CER058,CER,industrial ware: white,1775,1800,Food Processing & Consumption,Consumption: drinking,15,15,120,25,lead-glaze with blue underglaze,blue-white,chinese decor,NULL
NZR2.00313CER067,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,40,50,100,60,lead-glaze,overall white,NULL,NULL
NZR2.00313CER076,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,50,0,120,40,lead-glaze,overall white,NULL,NULL
NZR2.00313CER080,CER,industrial ware: white,1825,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,135,70,lead-glaze,overall white,NULL,NULL
NZR2.00313CER081,CER,industrial ware: white,1825,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,60,120,60,lead-glaze,overall white,NULL,NULL
NZR2.00313CER082,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,5,140,40,lead-glaze,overall white,NULL,NULL
NZR2.00313CER100,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,20,210,20,lead-glaze,overall white,NULL,Wedgwood
NZR2.00313CER102,CER,industrial ware: white,1775,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,5,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00313CER104,CER,industrial ware: white,1760,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,160,15,lead-glaze,overall white,NULL,NULL
NZR2.00313CER105,CER,industrial ware: white,1760,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,190,15,lead-glaze,overall white,NULL,NULL
NZR2.00313CER106,CER,industrial ware: white,1775,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,30,250,30,lead-glaze,overall white,NULL,NULL
NZR2.00313CER107,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,10,260,35,lead-glaze with blue underglaze,overall white,NULL,NULL
NZR2.00313CER109,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,10,250,25,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00313CER112,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,45,145,20,lead-glaze,overall white,NULL,NULL
NZR2.00313CER113,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,140,27,lead-glaze,NULL,NULL,NULL
NZR2.00313CER115,CER,whiteware: Germany,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,25,430,60,lead-glaze,slipware,text/inscriptions,NULL
NZR2.00313CER119,CER,whiteware,1750,1850,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,15,0,160,55,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00313CER133,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,100,110,65,lead-glaze with slip inside,slipware; slip and slip-cup decoration,NULL,NULL
NZR2.00313CER144,CER,redware,1700,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,100,240,50,lead-glaze,NULL,NULL,NULL
NZR2.00313CER145,CER,redware,1800,1875,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,20,NULL,150,45,lead-glaze,NULL,NULL,NULL
NZR2.00313CER158,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,45,300,52,lead-glaze,NULL,NULL,NULL
NZR2.00313CER182,CER,redware,1775,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,420,65,inside lead-glaze,NULL,NULL,NULL
NZR2.00313CER183,CER,redware,1814,1880,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,25,260,55,inside lead-glaze,NULL,NULL,BOZ
NZR2.00313CER185,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,40,240,105,lead-glaze,NULL,NULL,NULL
NZR2.00319CER002,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,10,220,15,lead-glaze,overall white,NULL,NULL
NZR2.00319CER003,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,260,40,lead-glaze,overall white,NULL,NULL
NZR2.00321CER017,CER,redware,1825,1900,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,100,0,95,45,lead-glaze,NULL,NULL,NULL
NZR2.00321CER028,CER,porcelain: China,1725,1800,Food Processing & Consumption,Consumption: drinking,20,15,130,25,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00321CER031,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,Consumption: drinking,75,100,75,65,feldspar glaze,overall white,NULL,NULL
NZR2.00321CER039,CER,porcelain: Europe,1900,1936,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,240,35,"feldspar glaze, painted with enamel overglaze",NULL,NULL,NULL
NZR2.00321CER043,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,65,0,80,30,lead-glaze,overall white,NULL,NULL
NZR2.00321CER044,CER,industrial ware: white,1850,1880,Food Processing & Consumption,Consumption: drinking,40,50,110,20,lead-glaze,overall white,NULL,P. Regout 5a
NZR2.00321CER047,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,200,45,lead-glaze,overall white,NULL,NULL
NZR2.00321CER048,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,30,210,60,lead-glaze,overall white,NULL,NULL
NZR2.00321CER053,CER,industrial ware: white,1775,1825,Food Processing & Consumption,Consumption: drinking,40,10,70,42,lead-glaze,"transfer printing, blue",chinese decor,NULL
NZR2.00321CER056,CER,industrial ware: white,1825,1900,Food Processing & Consumption,Consumption: drinking,25,45,100,55,lead-glaze with blue underglaze,sponged ware,geometric patterns,NULL
NZR2.00321CER058,CER,industrial ware: white,1825,1850,Food Processing & Consumption,Consumption: drinking,10,15,90,50,lead-glaze,"enamelled, polychrome",geometric patterns,NULL
NZR2.00321CER086,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,45,210,20,lead-glaze,enamelled,NULL,NULL
NZR2.00321CER088,CER,industrial ware: white,1850,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,220,20,lead-glaze,overall white,NULL,NULL
NZR2.00321CER089,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00321CER095,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,15,260,20,lead-glaze,overall white,NULL,NULL
NZR2.00321CER096,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",55,85,250,25,lead-glaze,overall white,NULL,NULL
NZR2.00321CER097,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,15,200,20,lead-glaze,overall white,NULL,NULL
NZR2.00321CER100,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,210,20,lead-glaze,overall white,NULL,NULL
NZR2.00321CER102,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,260,22,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00321CER110,CER,industrial ware: black,1760,1780,Food Processing & Consumption,Consumption: drinking,35,60,75,120,lead-glaze with manganese oxide,overall black,NULL,NULL
NZR2.00321CER112,CER,industrial ware: white,1875,1936,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,45,170,30,lead-glaze,overall white,NULL,unknown
NZR2.00321CER143,CER,redware,1800,1875,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,100,0,110,35,lead-glaze,NULL,NULL,NULL
NZR2.00321CER144,CER,redware: unglazed,1650,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,185,78,NULL,NULL,NULL,NULL
NZR2.00321CER148,CER,redware,1750,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,100,120,74,lead-glaze with slip inside,slipware; slip and slip-cup decoration,NULL,NULL
NZR2.00321CER158,CER,redware,1750,1850,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,15,NULL,110,28,lead-glaze,NULL,NULL,NULL
NZR2.00324CER010,CER,porcelain: famille rose,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,25,150,30,"feldspar glaze, painted with enamel overglaze","enamelled, famille rose",floral motif,NULL
NZR2.00324CER013,CER,porcelain: capucin,1725,1775,Food Processing & Consumption,Consumption: drinking,10,30,100,20,"feldspar glaze, painted, blue underglaze, enamel overglaze",capuchin ware,floral motif,NULL
NZR2.00324CER020,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,20,20,135,30,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00324CER023,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption: drinking,30,100,65,35,lead-glaze,overall white,NULL,NULL
NZR2.00324CER040,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,240,20,lead-glaze,overall white,NULL,NULL
NZR2.00324CER042,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00324CER044,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,105,53,lead-glaze,overall white,NULL,NULL
NZR2.00325CER003,CER,faience: French,1750,1800,Food Processing & Consumption,Consumption of food and drinks: table accessories,100,100,95,45,tin-glaze,polychrome,floral motif,NULL
NZR2.00325CER006,CER,faience: Holland,1650,1750,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,NULL,NULL,92,58,tin-glaze,blue-white,NULL,NULL
NZR2.00325CER052,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,60,105,20,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00325CER062,CER,porcelain: China,1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,260,50,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00325CER073,CER,porcelain: China,1725,1800,Food Processing & Consumption,Consumption: drinking,20,30,130,25,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00325CER082,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,25,0,95,50,lead-glaze,overall white,NULL,NULL
NZR2.00325CER084,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",50,45,140,25,lead-glaze,overall white,NULL,NULL
NZR2.00325CER085,CER,industrial ware: white,1840,1900,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,140,25,lead-glaze,overall white,NULL,NULL
NZR2.00325CER086,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,35,140,35,lead-glaze,"transfer printing, blue",human figure,NULL
NZR2.00325CER087,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,15,15,130,20,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00325CER088,CER,industrial ware: white,1825,1875,Food Processing & Consumption,Consumption: drinking,40,35,125,25,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00325CER089,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,15,40,130,25,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00325CER090,CER,industrial ware: white,1840,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,180,30,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00325CER091,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption: drinking,10,5,120,20,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00325CER095,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,15,20,130,30,lead-glaze,"transfer printing, black",landscape,NULL
NZR2.00325CER096,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,170,40,lead-glaze,overall white,NULL,NULL
NZR2.00325CER097,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,10,180,35,lead-glaze,overall white,NULL,NULL
NZR2.00325CER100,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,15,160,50,lead-glaze,overall white,NULL,NULL
NZR2.00325CER109,CER,industrial ware: white,1825,1850,Food Processing & Consumption,Consumption: drinking,40,45,80,45,lead-glaze,"transfer printing, blue",landscape,NULL
NZR2.00325CER110,CER,industrial ware: white,1825,1900,Food Processing & Consumption,Consumption: drinking,25,30,100,50,lead-glaze,"transfer printing, blue",floral motif,NULL
NZR2.00325CER152,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,25,150,80,lead-glaze,overall white,NULL,NULL
NZR2.00325CER159,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,20,180,17,lead-glaze with blue underglaze,blue-white,NULL,NULL
NZR2.00325CER166,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,200,15,lead-glaze,overall white,NULL,NULL
NZR2.00325CER169,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,250,30,lead-glaze,overall white,NULL,NULL
NZR2.00325CER172,CER,industrial ware: white,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,50,220,22,lead-glaze,overall white,NULL,NULL
NZR2.00325CER174,CER,industrial ware: white,1760,1825,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,25,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00325CER175,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,15,250,20,lead-glaze,overall white,NULL,NULL
NZR2.00325CER177,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,210,20,lead-glaze,overall white,NULL,NULL
NZR2.00325CER178,CER,industrial ware: white,1825,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",5,5,240,20,lead-glaze,overall white,NULL,NULL
NZR2.00325CER180,CER,industrial ware: white,1800,1875,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,50,260,25,lead-glaze,overall white,NULL,NULL
NZR2.00325CER193,CER,industrial ware: white,1817,1869,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,65,215,22,lead-glaze,overall white,NULL,Fell
NZR2.00325CER194,CER,industrial ware: white,1788,1837,Food Processing & Consumption,Consumption: drinking,25,45,130,30,lead-glaze with blue underglaze,blue-white,floral motif,scott
NZR2.00325CER195,CER,industrial ware: white,1830,1850,Food Processing & Consumption,Consumption: drinking,40,65,130,25,lead-glaze,"enamelled, polychrome",floral motif,NULL
NZR2.00325CER199,CER,industrial ware: red,1750,1800,Food Processing & Consumption,Consumption: drinking,20,35,100,25,lead-glaze,NULL,NULL,NULL
NZR2.00325CER303,CER,redware,1800,1875,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,100,160,95,lead-glaze with slip inside,slipware; slip and slip-cup decoration,NULL,NULL
NZR2.00325CER316,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,340,70,inside lead-glaze,NULL,NULL,NULL
NZR2.00325CER336,CER,redware: Frankfurt tradition,1800,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,5,380,83,lead-glaze and inside slip,slipware,NULL,NULL
NZR2.00327CER079,CER,redware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,20,260,100,inside lead-glaze,NULL,NULL,NULL
